id,hidden_layer_sizes,alpha,learning_rate_init,max_iter,best_threshold,train_acc_05,train_rec_05,train_prec_05,train_auc_05,val_acc_05,val_rec_05,val_prec_05,val_auc_05,test_acc_05,test_rec_05,test_prec_05,test_auc_05,val_acc_tuned,val_rec_tuned,val_prec_tuned,val_auc_tuned,test_acc_tuned,test_rec_tuned,test_prec_tuned,test_auc_tuned,val_tn,val_fp,val_fn,val_tp,test_tn,test_fp,test_fn,test_tp,train_time,early_stop_epoch,converged,constraint_met,is_leader
mlp_exp_20251201_2105_model034,"(256, 256, 128)",1e-05,0.001,500,0.33,0.9468367889420521,0.8832224685883222,0.893792071802543,0.9864106052853281,0.9081885856079405,0.8051724137931034,0.8107638888888888,0.956455198679224,0.9082265398925176,0.8137931034482758,0.8054607508532423,0.9509872306913426,0.91232423490488,0.9258620689655173,0.7606232294617564,0.956455198679224,0.9036792062835882,0.9120689655172414,0.7440225035161744,0.9509872306913426,1669,169,43,537,1657,182,51,529,2.8547801971435547,35,True,False,False
mlp_exp_20251201_2105_model035,"(256, 256, 128)",1e-05,0.0007,300,0.33999999999999997,0.9512670565302144,0.9216555801921655,0.8806497175141242,0.9878583076199485,0.9143920595533499,0.8482758620689655,0.8052373158756138,0.9550439007917151,0.9123604795369987,0.846551724137931,0.7996742671009772,0.9510987980724156,0.9143920595533499,0.9224137931034483,0.7675753228120517,0.9550439007917151,0.9107069036792063,0.9051724137931034,0.7653061224489796,0.9510987980724156,1676,162,45,535,1678,161,55,525,3.979708194732666,47,True,False,False
mlp_exp_20251201_2105_model036,"(256, 256, 128)",1e-05,0.0007,500,0.33999999999999997,0.9512670565302144,0.9216555801921655,0.8806497175141242,0.9878583076199485,0.9143920595533499,0.8482758620689655,0.8052373158756138,0.9550439007917151,0.9123604795369987,0.846551724137931,0.7996742671009772,0.9510987980724156,0.9143920595533499,0.9224137931034483,0.7675753228120517,0.9550439007917151,0.9107069036792063,0.9051724137931034,0.7653061224489796,0.9510987980724156,1676,162,45,535,1678,161,55,525,3.9895360469818115,47,True,False,False
mlp_exp_20251201_2105_model037,"(256, 256, 128)",0.0001,0.001,300,0.33999999999999997,0.9562289562289562,0.9441980783444198,0.8816425120772947,0.9891552614667913,0.9143920595533499,0.8672413793103448,0.7946287519747235,0.9538699298337774,0.9173212071103762,0.8896551724137931,0.7914110429447853,0.9539686111267367,0.912737799834574,0.9224137931034483,0.7631954350927247,0.9538699298337774,0.9107069036792063,0.9137931034482759,0.7614942528735632,0.9539686111267367,1672,166,45,535,1673,166,50,530,6.0120861530303955,74,True,False,False
mlp_exp_20251201_2105_model038,"(256, 256, 128)",0.0001,0.001,500,0.33999999999999997,0.9562289562289562,0.9441980783444198,0.8816425120772947,0.9891552614667913,0.9143920595533499,0.8672413793103448,0.7946287519747235,0.9538699298337774,0.9173212071103762,0.8896551724137931,0.7914110429447853,0.9539686111267367,0.912737799834574,0.9224137931034483,0.7631954350927247,0.9538699298337774,0.9107069036792063,0.9137931034482759,0.7614942528735632,0.9539686111267367,1672,166,45,535,1673,166,50,530,6.0957629680633545,74,True,False,False
mlp_exp_20251201_2105_model039,"(256, 256, 128)",0.0001,0.0007,300,0.37,0.9524189261031366,0.9172209903917221,0.8880143112701252,0.9881851734124462,0.9102564102564102,0.8362068965517241,0.7990115321252059,0.9556958463097069,0.9123604795369987,0.85,0.7977346278317152,0.9508916015075661,0.913564929693962,0.9206896551724137,0.7661406025824964,0.9556958463097069,0.9090533278214138,0.9086206896551724,0.7593659942363112,0.9508916015075661,1675,163,46,534,1672,167,53,527,4.974607706069946,60,True,False,False
mlp_exp_20251201_2105_model040,"(256, 256, 128)",0.0001,0.0007,500,0.37,0.9524189261031366,0.9172209903917221,0.8880143112701252,0.9881851734124462,0.9102564102564102,0.8362068965517241,0.7990115321252059,0.9556958463097069,0.9123604795369987,0.85,0.7977346278317152,0.9508916015075661,0.913564929693962,0.9206896551724137,0.7661406025824964,0.9556958463097069,0.9090533278214138,0.9086206896551724,0.7593659942363112,0.9508916015075661,1675,163,46,534,1672,167,53,527,5.011389970779419,60,True,False,False
mlp_exp_20251201_2105_model041,"(256, 256, 128)",0.001,0.001,300,0.28,0.9511784511784511,0.9035476718403548,0.8939670932358318,0.9875509960598652,0.912737799834574,0.8293103448275863,0.8111298482293423,0.9542367078158418,0.9090533278214138,0.8189655172413793,0.8050847457627118,0.950303763289644,0.9177005789909015,0.9275862068965517,0.7741007194244605,0.9542367078158418,0.909466721785862,0.906896551724138,0.7612156295224313,0.950303763289644,1681,157,42,538,1674,165,54,526,3.8213257789611816,47,True,False,False
mlp_exp_20251201_2105_model042,"(256, 256, 128)",0.001,0.001,500,0.28,0.9511784511784511,0.9035476718403548,0.8939670932358318,0.9875509960598652,0.912737799834574,0.8293103448275863,0.8111298482293423,0.9542367078158418,0.9090533278214138,0.8189655172413793,0.8050847457627118,0.950303763289644,0.9177005789909015,0.9275862068965517,0.7741007194244605,0.9542367078158418,0.909466721785862,0.906896551724138,0.7612156295224313,0.950303763289644,1681,157,42,538,1674,165,54,526,3.8304290771484375,47,True,False,False
mlp_exp_20251201_2105_model043,"(256, 256, 128)",0.001,0.0007,300,0.28,0.948254474570264,0.9116777531411677,0.8773115220483642,0.987006794018989,0.9098428453267163,0.8310344827586207,0.8006644518272426,0.9516462796893174,0.9144274493592394,0.843103448275862,0.8082644628099174,0.9505925259230091,0.9114971050454922,0.9206896551724137,0.7606837606837606,0.9516462796893174,0.909466721785862,0.9137931034482759,0.7582260371959942,0.9505925259230091,1670,168,46,534,1670,169,50,530,3.4852070808410645,42,True,False,False
mlp_exp_20251201_2105_model044,"(256, 256, 128)",0.001,0.0007,500,0.28,0.948254474570264,0.9116777531411677,0.8773115220483642,0.987006794018989,0.9098428453267163,0.8310344827586207,0.8006644518272426,0.9516462796893174,0.9144274493592394,0.843103448275862,0.8082644628099174,0.9505925259230091,0.9114971050454922,0.9206896551724137,0.7606837606837606,0.9516462796893174,0.909466721785862,0.9137931034482759,0.7582260371959942,0.9505925259230091,1670,168,46,534,1670,169,50,530,3.756632089614868,42,True,False,False
mlp_exp_20251201_2105_model045,"(256, 256, 128)",0.01,0.001,300,0.37,0.9546340598972178,0.9353288987435329,0.8824965132496513,0.9883693880645101,0.9098428453267163,0.8448275862068966,0.7928802588996764,0.9565743311695621,0.9123604795369987,0.8655172413793103,0.789308176100629,0.9546455157413137,0.9139784946236559,0.9241379310344827,0.7657142857142857,0.9565743311695621,0.9107069036792063,0.9206896551724137,0.7585227272727273,0.9546455157413137,1674,164,44,536,1669,170,46,534,5.229645013809204,62,True,True,False
mlp_exp_20251201_2105_model046,"(256, 256, 128)",0.01,0.001,500,0.37,0.9546340598972178,0.9353288987435329,0.8824965132496513,0.9883693880645101,0.9098428453267163,0.8448275862068966,0.7928802588996764,0.9565743311695621,0.9123604795369987,0.8655172413793103,0.789308176100629,0.9546455157413137,0.9139784946236559,0.9241379310344827,0.7657142857142857,0.9565743311695621,0.9107069036792063,0.9206896551724137,0.7585227272727273,0.9546455157413137,1674,164,44,536,1669,170,46,534,5.049057960510254,62,True,True,False
mlp_exp_20251201_2105_model047,"(256, 256, 128)",0.01,0.0007,300,0.37,0.9547226652489811,0.934220251293422,0.8836071303739951,0.9888455379309038,0.9106699751861043,0.846551724137931,0.7944983818770227,0.9531701437094293,0.9119470855725507,0.8603448275862069,0.7908082408874801,0.9508512872438168,0.9139784946236559,0.9206896551724137,0.7672413793103449,0.9531701437094293,0.9102935097147582,0.9206896551724137,0.7574468085106383,0.9508512872438168,1676,162,46,534,1668,171,46,534,7.25984001159668,88,True,True,False
